gene	wt	wt_1	wt_2	ko	ko_1	ko_2
Tuba1c	3303	2374	13001	1902	2691	2467
Tuba3a	57	39	244	25	85	67
Tuba3b	1	0	7	0	0	0
Tuba4a	21221	14760	86446	13899	20076	16823
Tuba8	50	29	321	22	114	107
Tubal3	2	1	8	0	3	3
Tubb1	0	0	14	2	10	8
Tubb2a	791	521	3090	508	974	914
Tubb2a-ps2	0	0	0	0	0	0
Tubb2b	64	54	260	35	81	76
Tubb3	39	23	173	17	25	56
Tubb4a	76	53	415	58	104	65
Tubb4b	14013	9687	54508	8628	11622	10497
Tubb5	147081	108275	607838	93827	110700	100302
Tubb6	439	349	1592	213	414	469
Tubd1	321	208	1315	192	260	221
Tube1	1001	713	5038	623	639	659
Tubg1	7270	5099	28028	4549	4977	4844
Tubg2	96	45	271	70	73	49
Tubgcp2	4673	3390	20657	3068	3563	3279
Tubgcp3	4256	3092	17693	2765	3538	3045
Tubgcp4	1979	1301	8078	1224	1446	1254
Tubgcp5	1273	935	5514	801	1225	919
Tubgcp6	4461	3148	18015	2856	3353	3029
Tufm	10278	6935	38183	6402	8108	7055
Tuft1	462	308	1982	304	396	311
Tug1	3045	2228	14413	2207	3157	2550
Tulp1	0	0	0	0	0	0
Tulp2	4	4	28	2	2	0
Tulp3	1080	668	3814	677	909	751
Tulp4	1044	776	4720	662	872	791
Tunar	0	0	0	0	0	0
Tusc1	459	367	1893	276	426	299
Tusc2	2610	1824	10038	1648	2400	1992
Tusc3	3130	2234	13030	2103	2611	2242
Tusc5	0	0	1	0	0	0
Tut1	7003	4833	27874	4316	5957	5103
Tvp23a	216	148	772	111	184	138
Tvp23b	1713	1192	6380	1084	1616	1269
Twf1	2007	1436	7818	1308	1882	1633
Twf2	4701	3393	18731	2926	4727	3662
Twist1	26	17	85	6	16	5
Twist2	1	1	4	0	9	2
Twistnb	3338	2311	13865	2205	2911	2508
Twsg1	4758	3848	19768	3283	4833	4256
Txk	393	228	1580	273	769	420
Txlna	13929	10012	59081	8745	11293	10597
Txlnb	33	18	116	13	14	25
Txlng	1400	849	5975	969	1367	1125
Txn1	22050	16037	86149	13603	23617	20717
Txn2	14244	9877	53815	8785	12171	10130
Txndc11	2941	2132	11645	2002	2679	2328
Txndc12	1777	1254	7516	1262	1843	1549
Txndc15	1225	848	4726	746	1104	977
Txndc16	900	631	4055	619	784	619
Txndc17	3525	2484	13388	2257	3638	3324
Txndc2	0	0	1	0	0	0
Txndc5	6839	4934	28176	4438	6025	5215
Txndc8	0	0	0	0	0	0
Txndc9	4177	2802	16634	2881	4056	3378
Txnip	1685	1079	6109	1041	2090	1395
Txnl1	10856	7697	42543	6914	9101	7811
Txnl4a	16245	11246	64157	10757	14278	12701
Txnl4b	666	409	2576	445	610	476
Txnrd1	19032	14251	78108	13131	15150	16761
Txnrd2	1870	1324	7199	1130	1614	1423
Txnrd3	1541	1017	5555	1035	1482	1068
Tyk2	4460	3245	20492	2884	4402	3421
Tymp	124	90	538	74	139	94
Tyms	6063	4250	24202	3554	3337	3469
Tyms-ps	5	3	9	3	1	0
Tyr	0	0	0	0	0	1
Tyro3	1654	1171	7230	1015	1287	1161
Tyrobp	23	28	47	27	82	85
Tyrp1	0	0	0	0	0	0
Tysnd1	4681	3310	19279	3005	3804	3469
Tyw1	3801	2618	14778	2335	3001	2562
Tyw3	529	336	1973	367	472	348
Tyw5	574	437	2546	414	546	458
U2af1	9669	6624	38271	5945	8377	7458
U2af1l4	1951	1360	8032	1204	1767	1487
U2af2	32007	22556	131334	21222	26424	23422
U2surp	12438	8816	52385	8564	10661	9280
U90926	0	2	2	0	0	0
Uaca	22	9	96	17	20	17
Uap1	2485	1776	9969	1620	2285	2016
Uap1l1	488	313	1957	305	482	424
Uba1	48582	35593	207012	32232	44897	40906
Uba1y	0	0	0	0	0	0
Uba2	19247	13617	78471	12695	15496	14211
Uba3	3942	2798	16427	2660	3448	3174
Uba5	2188	1618	8714	1353	2117	1795
Uba52	30382	21085	118739	18802	27522	22539
Uba6	3634	2617	15711	2570	3240	2959
Uba7	1288	850	6347	685	2158	1279
Ubac1	3843	2708	15469	2415	3149	2725
Ubac2	2952	2066	12194	1792	2753	2199
Ubald1	3936	2587	15703	2215	2856	2137
Ubald2	20	11	120	16	33	21
Ubap1	2047	1432	8352	1270	1908	1432
Ubap1l	11	8	56	9	10	9
Ubap2	22155	15937	93216	14335	16600	14424
Ubap2l	24896	17325	102479	15990	18543	15735
Ubash3a	6324	4649	26527	4079	5937	4662
Ubash3b	2806	2013	11912	1916	2808	2414
Ubb	194	128	874	143	209	175
Ubc	7844	5360	32023	4996	7706	6053
Ubd	37	34	104	34	69	145
Ube2a	2132	1440	8400	1421	2043	1686
Ube2b	4637	3035	18969	3070	5021	3888
Ube2c	1947	1432	9024	1229	1214	1446
Ube2cbp	1167	823	4789	751	978	811
Ube2d1	1408	985	5590	879	1359	1092
Ube2d2a	6315	4517	26809	4236	5607	4816
Ube2d2b	1	1	12	0	0	3
Ube2d3	21913	15720	91742	15241	21139	17687
Ube2dnl1	0	0	0	0	0	0
Ube2dnl2	0	0	0	0	0	0
Ube2e1	2632	1716	10262	1726	2277	1939
Ube2e2	222	159	809	147	158	103
Ube2e3	2597	1911	10420	1634	2055	1926
Ube2f	2050	1521	8754	1401	2171	1932
Ube2g1	3710	2623	16205	2568	3601	3000
Ube2g2	4974	3473	19280	3156	4369	3654
Ube2h	1603	1118	7266	1018	2073	1359
Ube2i	8986	6512	36398	5888	8108	7043
Ube2j1	6168	4361	26455	4253	5763	4985
Ube2j2	1542	1072	6496	1031	1303	1265
Ube2k	7492	5133	29849	4948	6620	5763
Ube2l3	6524	4478	27555	4315	5797	4862
Ube2l6	888	631	2982	426	1022	808
Ube2m	10704	7547	40649	6284	8607	7663
Ube2n	5111	3481	20259	3299	4551	3904
Ube2o	5617	4044	23920	3677	4836	4341
Ube2q1	7739	5400	32417	4791	7075	5907
Ube2q2	2617	1943	11055	1717	2373	2004
Ube2ql1	0	0	0	0	0	0
Ube2r2	5682	4078	24823	3634	6325	4837
Ube2s	5311	3821	21113	3416	3797	3886
Ube2t	907	652	3948	595	689	658
Ube2u	0	0	0	0	0	0
Ube2v1	2079	1420	8778	1362	1944	1637
Ube2v2	749	572	3296	532	809	637
Ube2w	1023	698	4253	759	1074	934
Ube2z	8857	6230	35651	5796	8121	6796
Ube3a	5017	3701	22668	3614	4103	3859
Ube3b	6428	4484	27025	4111	5582	4501
Ube3c	4328	3093	18547	2898	3599	3272
Ube4a	4869	3341	20208	3156	4422	3835
Ube4b	8698	6220	39119	5869	7480	6761
Ube4bos3	37	22	206	27	46	32
Ubfd1	4076	2779	17534	2637	3890	3397
Ubiad1	2291	1671	9371	1422	1987	1705
Ubl3	4468	3313	19423	2850	4973	4341
Ubl4a	608	393	2309	401	573	390
Ubl4b	0	0	0	0	0	0
Ubl5	5128	3366	19845	3208	5515	4272
Ubl7	3371	2425	14231	2054	2962	2476
Ublcp1	1543	1156	6308	1000	1367	1000
Ubn1	7577	5379	32808	4774	6095	5340
Ubn2	3269	2544	15472	2284	3000	2722
Ubox5	1175	848	4907	746	951	791
Ubp1	6116	4317	26508	4027	5686	4675
Ubqln1	13591	9645	55862	9090	11721	10507
Ubqln2	3853	2793	16156	2417	3221	2752
Ubqln3	0	0	0	0	0	0
Ubqln4	9991	7038	41869	6363	8501	7304
Ubqlnl	0	0	0	0	0	0
Ubr1	4581	3421	19746	3135	3948	3358
Ubr2	9128	6336	39362	6060	8256	7018
Ubr3	3702	2788	16884	2608	3304	3011
Ubr4	21161	15573	95556	13689	17543	15112
Ubr5	18176	13110	78749	12259	15033	14607
Ubr7	5385	3804	22581	3427	4220	3805
Ubtd1	823	519	3300	445	676	533
Ubtd2	1007	761	4470	788	1067	932
Ubtf	23086	16552	99357	15205	22542	18061
Ubtfl1	0	0	0	0	0	0
Ubxn1	7242	5064	29590	4545	6971	5837
Ubxn10	0	0	0	0	0	1
Ubxn11	1183	837	5104	731	1045	841
Ubxn2a	4641	3334	19652	3087	3761	3310
Ubxn2b	1088	808	4565	740	961	832
Ubxn4	6270	4443	26839	4373	6176	5667
Ubxn6	2748	1935	11305	1725	2992	2265
Ubxn7	3098	2182	14132	2124	3073	2633
Ubxn8	1752	1256	7219	1174	1741	1463
Uchl1	22	19	44	6	21	18
Uchl1os	0	0	0	0	0	0
Uchl3	3693	2738	15090	2459	3252	2912
Uchl4	13	14	109	15	16	19
Uchl5	9774	7222	39281	6366	7746	7680
Uck1	3081	2097	12483	1854	2631	2125
Uck2	12853	8946	51355	8390	10171	9355
Uckl1	1218	788	5044	746	1250	949
Uckl1os	72	45	265	37	49	60
Ucma	0	0	1	0	1	0
Ucn	0	0	0	0	0	0
Ucn2	1	2	5	2	1	0
Ucn3	0	0	0	0	0	0
Ucp1	0	0	0	0	0	0
Ucp2	25381	17318	104947	16115	24486	20019
Ucp3	4	1	22	4	2	3
Uevld	202	154	1123	148	235	196
Ufc1	3628	2539	14018	2318	3512	3022
Ufd1l	3094	2169	12969	1998	3006	2477
Ufl1	1341	977	5886	899	1386	1180
Ufm1	2916	2116	11757	2042	2978	2448
Ufsp1	194	109	677	119	172	142
Ufsp2	1502	998	5746	966	1281	1174
Ugcg	5552	3581	23833	3545	6263	4494
Ugdh	2502	1756	10972	1615	2199	1801
Uggt1	11259	8128	47792	7394	11178	9380
Uggt2	37	29	139	20	27	28
Ugp2	2026	1444	8289	1453	2077	1847
Ugt1a1	1	0	0	0	0	0
Ugt1a10	2	0	2	1	0	0
Ugt1a2	0	0	0	0	0	0
Ugt1a5	0	0	0	0	1	0
Ugt1a6a	0	0	0	0	0	0
Ugt1a6b	0	0	0	0	0	0
Ugt1a7c	2	0	5	1	2	2
Ugt1a9	0	0	0	0	0	0
Ugt2a1	0	0	0	0	0	0
Ugt2a2	0	0	0	0	0	0
Ugt2a3	0	0	0	0	1	0
Ugt2b1	0	0	0	0	0	0
Ugt2b34	0	0	0	0	0	0
Ugt2b35	0	0	0	0	0	0
Ugt2b36	0	0	0	0	0	0
Ugt2b37	0	0	0	0	0	0
Ugt2b38	0	0	0	0	0	0
Ugt2b5	0	0	0	0	0	0
Ugt3a1	0	0	0	0	0	0
Ugt3a2	0	0	2	0	0	0
Ugt8a	0	0	0	0	0	0
Uhmk1	2373	1781	10427	1597	1950	1800
Uhrf1	34669	24403	148097	21083	21441	21547
Uhrf1bp1	2545	1899	10313	1640	2026	1914
Uhrf1bp1l	4686	3291	18874	3229	4138	3997
Uhrf2	3999	2876	16439	2625	3501	3049
Uimc1	3354	2416	13168	2287	3223	2847
Ulbp1	748	505	2159	324	281	300
Ulk1	2597	1806	10058	1568	2185	1781
Ulk2	1216	885	5049	781	1084	985
Ulk3	1231	905	5181	818	1354	1024
Ulk4	23	27	130	13	20	9
Umad1	681	484	2533	447	501	487
Umod	0	0	0	0	0	0
Umodl1	0	2	15	2	0	3
Umps	17457	12241	69406	11349	13779	12370
Unc119	622	457	2792	420	661	574
Unc119b	5467	3744	22480	3437	5085	4339
Unc13a	222	130	811	139	139	216
Unc13b	186	204	737	132	440	315
Unc13c	0	0	0	0	0	0
Unc13d	6196	4306	26951	3738	6425	5131
Unc45a	5954	4145	24028	3760	5513	4687
Unc45b	5	1	24	1	1	0
Unc50	1742	1220	6678	1100	1626	1352
Unc5a	285	175	543	170	110	164
Unc5b	63	43	271	35	52	41
Unc5c	0	0	2	0	0	2
Unc5cl	496	316	2524	326	677	455
Unc5d	0	0	0	0	0	0
Unc79	0	0	5	0	0	0
Unc80	5	3	33	1	16	5
Unc93a	0	2	7	1	0	1
Unc93b1	505	379	2236	330	507	462
Uncx	0	0	0	0	0	0
Ung	12861	8975	51809	7958	10216	8703
Unk	3838	2624	16130	2340	3097	2432
Unkl	781	554	3608	495	928	727
Uox	0	0	1	0	0	0
Upb1	9	3	23	6	3	7
Upf1	16791	12194	72863	11042	14879	12605
Upf2	4271	3051	18401	2969	3857	3301
Upf3a	2918	2034	11735	1941	2728	2272
Upf3b	2492	1753	10236	1698	2300	1974
Upk1a	23	10	67	15	22	18
Upk1b	0	1	0	0	2	0
Upk2	0	0	0	0	0	0
Upk3a	0	0	0	0	0	0
Upk3b	0	0	0	0	0	0
Upk3bl	0	0	0	0	0	0
Upp1	22	20	75	36	109	114
Upp2	0	0	1	0	2	1
Uprt	402	304	1777	299	296	286
Uqcc1	2334	1685	9160	1525	2062	1735
Uqcc2	3571	2527	14059	2228	2934	2639
Uqcc3	1204	813	4861	758	1346	1001
Uqcr10	5872	3986	22665	3596	4590	3935
Uqcr11	3597	2477	12721	2012	3006	2545
Uqcrb	4449	3068	16251	2817	4230	3645
Uqcrc1	15854	10855	63810	9657	13924	12132
Uqcrc2	12434	8624	48934	7696	11157	9126
Uqcrfs1	10340	7245	41225	6803	9034	8298
Uqcrh	5316	3485	20674	3287	4940	4118
Uqcrq	9165	6371	36216	5782	8196	6911
Urad	0	0	0	0	0	0
Urah	0	0	0	0	0	0
Urb1	8852	6412	36612	7966	9478	8647
Urb2	7155	5302	30963	4853	5880	5349
Urgcp	2635	1862	10934	1614	2335	1900
Uri1	5969	4302	25926	4176	5081	4277
Urm1	2458	1786	9889	1552	2260	1840
Uroc1	0	0	0	0	0	0
Urod	1990	1313	8086	1322	2095	1586
Uros	1039	730	3970	612	919	724
Usb1	2620	1844	10245	1739	2255	2066
Use1	3690	2395	14529	2323	3971	3052
Usf1	2096	1371	8114	1196	1898	1431
Usf2	5503	3866	23722	3422	4911	3904
Ush1c	0	0	0	0	0	0
Ush1g	0	0	0	0	0	0
Ush2a	0	0	0	0	0	0
Ushbp1	2	1	10	0	3	1
Usmg5	4044	2704	15050	2405	3779	3224
Uso1	5674	3997	23133	3817	5166	4566
Usp1	16773	11980	69913	11111	12576	11885
Usp10	10108	7170	41139	6508	7995	6987
Usp11	313	222	1355	173	386	236
Usp12	3810	2720	16208	2700	3319	3125
Usp13	0	0	0	0	0	0
Usp14	6653	4695	26619	4527	5933	5147
Usp15	8030	5703	33061	5737	6767	6233
Usp16	5898	4264	24048	4042	5286	4676
Usp17la	0	0	0	0	0	0
Usp17lb	0	0	0	0	0	0
Usp17lc	0	0	0	0	0	0
Usp17ld	0	0	0	0	0	0
Usp17le	0	0	0	0	0	0
Usp18	683	465	2767	32	265	128
Usp19	12878	9178	54419	8093	11656	9558
Usp2	293	235	1478	212	313	269
Usp20	1109	829	4718	732	1086	907
Usp21	1901	1305	7807	1240	1771	1480
Usp22	2646	1889	11600	1803	2597	2006
Usp24	12641	9086	52670	8637	10059	9361
Usp25	6570	4819	27298	4359	5928	5223
Usp26	0	0	0	0	0	0
Usp27x	178	103	657	111	124	130
Usp28	1441	990	5477	1014	1192	1078
Usp29	0	0	0	0	0	0
Usp3	2489	1606	9956	1651	2360	1846
Usp30	1430	1107	6185	912	1343	1146
Usp31	3916	2847	17775	2730	3428	3125
Usp32	1521	1102	6695	1118	1513	1229
Usp33	2983	2141	12753	2033	3098	2555
Usp34	13741	9817	60981	9476	10092	9550
Usp35	90	72	403	69	137	112
Usp36	14278	10284	59635	9355	12326	10653
Usp37	4188	3054	18938	2989	3526	3061
Usp38	8628	5964	34809	5464	7292	5877
Usp39	8650	6350	36194	5697	6821	6459
Usp4	10954	7467	46259	7147	9508	8097
Usp40	1202	801	5044	770	1006	899
Usp42	3180	2199	14347	2092	2780	2384
Usp43	2	0	5	0	0	0
Usp44	97	40	332	48	47	41
Usp45	2366	1752	10132	1755	2131	1899
Usp46	1219	863	4988	798	937	899
Usp47	6687	4774	28392	4488	6380	5168
Usp48	6500	4798	28361	4496	6036	5341
Usp49	1591	1236	7157	1058	1020	985
Usp5	9773	6848	40413	6246	8436	7379
Usp50	4	2	10	2	4	1
Usp51	6	2	6	0	2	3
Usp53	817	568	3390	542	666	587
Usp54	1417	1038	4953	914	973	820
Usp6nl	1466	1022	6296	969	1289	1061
Usp7	22609	16169	94968	15206	18975	16146
Usp8	5354	3747	23177	3643	4563	3676
Usp9x	11025	7988	48633	7530	8582	8099
Usp9y	0	1	1	0	0	0
Uspl1	4120	2886	17195	2772	3962	3197
Ust	678	448	2214	370	609	550
Utf1	1347	850	3778	689	1105	698
Utp11l	5433	3697	21597	3541	4881	4357
Utp14a	6174	4393	25613	4096	5569	4701
Utp14b	764	558	3336	523	558	509
Utp15	9465	6918	39759	6685	8341	7208
Utp18	8450	5928	35102	5652	7846	6627
Utp20	19462	13879	79564	12984	14821	13379
Utp23	1482	1037	6070	1050	1413	1327
Utp3	7979	5659	32665	5396	7647	6551
Utp6	9942	7325	42186	6802	9103	8117
Utrn	6438	4502	27936	3868	5995	4265
Uts2	0	1	2	0	0	0
Uts2b	2	1	4	0	1	1
Uts2r	0	0	1	0	0	0
Uty	848	557	10	599	742	2
Uvrag	4005	2835	16564	2427	3529	2964
Uvssa	1035	755	4400	701	950	755
Uxs1	1186	803	4568	734	965	891
Uxt	571	429	2404	383	575	492
V1ra8	0	0	0	0	0	0
V1rd18	0	0	0	0	0	0
V1rd19	0	0	0	0	0	0
Vac14	8249	5768	34068	5332	6388	5793
Vamp1	676	461	3049	450	811	575
Vamp2	1841	1262	8136	1173	2089	1488
Vamp3	2382	1715	9876	1628	2351	2019
Vamp4	1066	851	4660	719	1235	930
Vamp5	338	224	1483	237	391	406
Vamp7	0	0	0	0	0	0
Vamp8	1596	1200	7205	1145	1989	1639
Vangl1	0	1	5	1	4	2
Vangl2	89	51	490	69	90	79
Vapa	7326	5067	29839	4985	6868	5906
Vapb	4458	3170	17837	2765	4149	3766
Vars	41184	29359	169431	25609	33193	28832
Vars2	4079	2834	16553	2582	3324	2951
Vash1	85	61	315	57	63	59
Vash2	13	14	42	5	6	11
Vasn	171	119	953	120	171	156
Vasp	17626	12335	73873	11085	16641	13118
Vat1	1228	722	4421	671	1152	950
Vat1l	25	6	31	11	61	13
Vaultrc5	3	2	6	1	1	0
Vav1	11625	8556	47863	7967	12048	10817
Vav2	1940	1367	9890	1265	1888	1604
Vav3	1877	1262	8553	1218	1506	1092
Vax1	0	0	0	0	0	0
Vax2	2	6	42	6	8	4
Vax2os	0	0	1	0	0	0
Vbp1	4414	3184	18461	3164	4532	3872
Vcam1	24	11	26	18	27	34
Vcan	35	23	116	38	28	34
Vcl	623	451	2446	478	634	634
Vcp	30112	21497	120657	19892	28635	25495
Vcpip1	3540	2504	15213	2318	3501	2801
Vcpkmt	1793	1212	7195	1122	1716	1447
Vdac1	17010	11914	66733	11197	14798	13100
Vdac2	18609	12962	73408	11985	16392	14680
Vdac3	4075	2896	16606	2814	3830	3417
Vdr	61	44	367	41	91	110
Vegfa	816	586	3436	514	528	660
Vegfb	1000	691	3400	540	768	639
Vegfc	3	2	14	5	5	11
Veph1	0	0	0	0	0	0
Vezf1	2822	2019	11996	1879	2749	2195
Vezt	982	722	4272	705	980	796
Vgf	95	68	362	69	52	64
Vgll1	0	0	0	0	0	0
Vgll2	0	0	0	0	0	0
Vgll3	0	0	0	0	0	0
Vgll4	1554	1068	6323	930	1454	1066
Vhl	1494	963	6055	920	1291	1029
Vil1	4	1	14	4	3	6
Vill	74	61	338	72	103	104
Vim	1802	1359	9811	1208	4909	4154
Vimp	2468	1897	9973	1674	2779	2497
Vip	0	0	0	0	0	0
Vipas39	2171	1623	9138	1517	2123	1684
Vipr1	2325	1547	8663	1438	1764	1447
Vipr2	5	1	41	3	7	4
Vit	1	0	3	0	1	0
Vkorc1	818	539	2813	474	701	596
Vkorc1l1	2010	1393	8468	1284	1801	1624
Vldlr	6	4	22	2	6	16
Vma21	1891	1302	7783	1305	1751	1495
Vmac	307	244	1391	188	383	253
Vmn1r-ps103	0	0	0	0	0	0
Vmn1r-ps79	0	0	0	0	0	0
Vmn1r1	0	0	0	0	0	0
Vmn1r10	0	0	0	0	0	0
Vmn1r100	0	0	0	0	0	0
Vmn1r101	0	0	0	0	0	0
Vmn1r103	0	0	0	0	0	0
Vmn1r104	0	0	0	0	0	0
Vmn1r107	0	0	0	0	0	0
Vmn1r11	0	0	0	0	0	0
Vmn1r111	0	0	0	0	0	0
Vmn1r112	0	0	0	0	0	0
Vmn1r113	0	0	0	0	0	0
Vmn1r114	0	0	0	0	0	0
Vmn1r115	0	0	0	0	0	0
Vmn1r116	0	0	0	0	0	0
Vmn1r117	0	0	0	0	0	0
Vmn1r118	0	0	0	0	0	0
Vmn1r119	0	0	0	0	0	0
Vmn1r12	0	0	0	0	0	0
Vmn1r120	0	0	0	0	0	0
Vmn1r121	0	0	0	0	0	0
Vmn1r122	0	0	0	0	0	0
Vmn1r123	0	0	0	0	0	0
Vmn1r124	0	0	0	0	0	0
Vmn1r125	0	0	0	0	0	0
Vmn1r126	0	0	0	0	0	0
Vmn1r127	0	0	0	0	0	0
Vmn1r128	0	0	0	0	0	0
Vmn1r129	0	0	0	0	0	0
Vmn1r13	0	0	0	0	0	0
Vmn1r130	0	0	0	0	0	0
Vmn1r131	0	0	0	0	0	0
Vmn1r132	0	0	0	0	0	0
Vmn1r135	0	0	0	0	0	0
Vmn1r137	0	0	0	0	0	0
Vmn1r138	0	0	0	0	0	0
Vmn1r139	0	0	0	0	0	0
Vmn1r14	0	0	0	0	0	0
Vmn1r142	0	0	0	0	0	0
Vmn1r143	0	0	0	0	0	0
Vmn1r148	0	0	0	0	0	0
Vmn1r149	0	0	0	0	0	0
Vmn1r15	0	0	0	0	0	0
Vmn1r151	0	0	0	0	0	0
Vmn1r152	0	0	0	0	0	0
Vmn1r155	0	0	0	0	0	0
Vmn1r157	0	0	0	0	0	0
Vmn1r158	0	0	0	0	0	0
Vmn1r159	0	0	0	0	0	0
Vmn1r16	0	0	0	0	0	0
Vmn1r160	0	0	0	0	0	0
Vmn1r163	0	0	0	0	0	0
Vmn1r165	0	0	0	0	0	0
Vmn1r166	0	0	0	0	0	0
Vmn1r167	0	0	0	0	0	0
Vmn1r168	0	0	0	0	0	0
Vmn1r169	0	0	0	0	0	0
Vmn1r17	0	0	0	0	0	0
Vmn1r170	0	0	0	0	0	0
Vmn1r171	0	0	0	0	0	0
Vmn1r172	0	0	0	0	0	0
Vmn1r173	0	0	0	0	0	0
Vmn1r174	0	0	0	0	0	0
Vmn1r175	0	0	0	0	0	0
Vmn1r176	0	0	0	0	0	0
Vmn1r177	0	0	0	0	0	0
Vmn1r178	0	0	0	0	0	0
Vmn1r179	0	0	0	0	0	0
Vmn1r18	0	0	0	0	0	0
Vmn1r180	0	0	0	0	0	0
Vmn1r181	0	0	0	0	0	0
Vmn1r183	0	0	0	0	0	0
Vmn1r184	0	0	0	0	0	0
Vmn1r185	0	0	0	0	0	0
Vmn1r186	0	0	0	0	0	0
Vmn1r187	0	0	0	0	0	0
Vmn1r188	0	0	0	0	0	0
Vmn1r189	0	0	0	0	0	0
Vmn1r19	0	0	0	0	0	0
Vmn1r191	0	0	0	0	0	0
Vmn1r192	0	0	0	0	0	0
Vmn1r193	0	0	0	0	0	0
Vmn1r194	0	0	0	0	0	0
Vmn1r195	0	0	0	0	0	0
Vmn1r196	0	0	0	0	0	0
Vmn1r197	0	0	0	0	0	0
Vmn1r198	0	0	0	0	0	0
Vmn1r199	0	0	0	0	0	0
Vmn1r2	0	0	0	0	0	0
Vmn1r20	0	0	0	0	0	0
Vmn1r200	0	0	0	0	0	0
Vmn1r201	0	0	0	0	0	0
Vmn1r202	0	0	0	0	0	0
Vmn1r203	0	0	0	0	0	0
Vmn1r204	0	0	0	0	0	0
Vmn1r205	0	0	0	0	0	0
Vmn1r206	0	0	0	0	0	0
Vmn1r207-ps	0	0	0	0	0	0
Vmn1r208	0	0	0	0	0	0
Vmn1r209	0	0	0	0	0	0
Vmn1r21	0	0	0	0	0	0
Vmn1r210	0	0	0	0	0	0
Vmn1r211	0	0	0	0	0	0
Vmn1r212	0	0	0	0	0	0
Vmn1r213	0	0	0	0	0	0
Vmn1r214	0	0	0	0	0	0
Vmn1r215	0	0	0	0	0	0
Vmn1r216	0	0	0	0	0	0
Vmn1r217	0	0	0	0	0	0
Vmn1r218	0	0	0	0	0	0
Vmn1r219	0	0	0	0	0	0
Vmn1r22	0	0	0	0	0	0
Vmn1r220	0	0	0	0	0	0
Vmn1r221	0	0	0	0	0	0
Vmn1r222	0	0	0	0	0	0
Vmn1r223	0	0	0	0	0	0
Vmn1r224	0	0	0	0	0	0
Vmn1r225	0	0	0	0	0	0
Vmn1r226	0	0	0	0	0	0
Vmn1r227	0	0	0	0	0	0
Vmn1r228	0	0	0	0	0	0
Vmn1r229	0	0	0	0	0	0
Vmn1r23	0	0	0	0	0	0
Vmn1r230	0	0	0	0	0	0
Vmn1r231	0	0	0	0	0	0
Vmn1r232	0	0	0	0	0	0
Vmn1r233	0	0	1	0	0	0
Vmn1r234	0	0	0	0	0	0
Vmn1r235	0	0	0	0	0	0
Vmn1r236	0	0	0	0	0	0
Vmn1r237	0	0	0	0	0	0
Vmn1r238	0	0	0	0	0	0
Vmn1r24	0	0	0	0	0	0
Vmn1r25	0	0	0	0	0	0
Vmn1r26	0	0	0	0	0	0
Vmn1r27	0	0	0	0	0	0
Vmn1r28	0	0	0	0	0	0
Vmn1r29	0	0	0	0	0	0
Vmn1r3	0	0	0	0	0	0
Vmn1r30	0	0	0	0	0	0
Vmn1r31	0	0	0	0	0	0
Vmn1r32	7	2	23	11	6	3
Vmn1r33	0	0	0	0	0	0
Vmn1r34	0	0	0	0	0	0
Vmn1r35	0	0	0	0	0	0
Vmn1r36	0	0	0	0	0	0
Vmn1r37	0	0	0	0	0	0
Vmn1r38	0	0	0	0	0	0
Vmn1r39	0	0	0	0	0	0
Vmn1r4	0	0	0	0	0	0
Vmn1r40	0	0	0	0	0	0
Vmn1r41	0	0	0	0	0	0
Vmn1r42	0	0	0	0	0	0
Vmn1r43	0	0	0	0	0	0
Vmn1r44	0	0	0	0	0	0
Vmn1r45	0	0	0	0	0	0
Vmn1r46	0	0	0	0	0	0
Vmn1r47	0	0	0	0	0	0
Vmn1r48	0	0	0	0	0	0
Vmn1r49	0	0	0	0	0	0
Vmn1r5	0	0	0	0	0	0
Vmn1r50	0	0	0	0	0	0
Vmn1r51	0	0	0	0	0	0
Vmn1r52	0	0	0	0	0	0
Vmn1r53	0	0	0	0	0	0
Vmn1r54	0	0	0	0	0	0
Vmn1r55	0	0	0	0	0	0
Vmn1r56	0	0	0	0	0	0
Vmn1r57	0	0	0	0	0	0
Vmn1r58	0	0	0	0	0	0
Vmn1r59	0	0	0	0	0	0
Vmn1r6	0	0	0	0	0	0
Vmn1r60	0	0	0	0	0	0
Vmn1r61	0	0	0	0	0	0
Vmn1r62	0	0	0	0	0	0
Vmn1r63	0	0	0	0	0	0
Vmn1r64	0	0	0	0	0	0
Vmn1r65	0	0	0	0	0	0
Vmn1r66	0	0	0	0	0	0
Vmn1r67	0	0	0	0	0	0
Vmn1r68	0	0	0	0	0	0
Vmn1r69	0	0	0	0	0	0
Vmn1r7	0	0	0	0	0	0
Vmn1r70	0	0	0	0	0	0
Vmn1r71	0	0	0	0	0	0
Vmn1r72	0	0	0	0	0	0
Vmn1r73	0	0	0	0	0	0
Vmn1r74	0	0	0	0	0	0
Vmn1r75	0	0	0	0	0	0
Vmn1r76	0	0	0	0	0	0
Vmn1r77	0	0	0	0	0	0
Vmn1r78	0	0	0	0	0	0
Vmn1r79	0	0	0	0	0	0
Vmn1r8	0	0	0	0	0	0
Vmn1r80	0	0	0	0	0	0
Vmn1r81	0	0	0	0	0	0
Vmn1r82	0	0	0	0	0	0
Vmn1r83	0	0	0	0	0	0
Vmn1r84	0	0	0	0	0	0
Vmn1r85	0	0	0	0	0	0
Vmn1r86	0	0	0	0	0	0
Vmn1r87	0	0	0	0	0	0
